"B_cell","Cancer_cell","Endothelial_cell","Fibroblast","Mast_cell","Myeloid_cell","pDC","T_cell"
"AC092343.1",-0.08,0.036,-0.079,-0.046,-0.09,0.093,-0.09,0.256
"AC092535.4",-0.02,-0.022,-0.081,-0.032,-0.081,-0.008,0.162,0.08
"AC092611.2",-0.044,0.13,-0.02,-0.024,-0.044,-0.008,0.055,-0.044
"AC092794.1",-0.079,0.069,0.134,0.02,0.044,-0.067,-0.097,-0.024
"AC093152.1",-0.051,0.037,-0.042,0.059,0.065,0.001,-0.083,0.014
"AC097460.1",-0.021,0.079,-0.011,0.116,-0.087,-0.052,-0.087,0.063
"AC097480.1",-0.027,0.147,-0.006,-0.014,-0.027,-0.022,-0.027,-0.025
"AC099518.5",-0.074,0.01,0.019,0.218,-0.075,0.02,-0.075,-0.044
"AC099541.1",-0.008,-0.027,0,-0.021,-0.032,0.092,-0.032,0.028
"AC099568.2",-0.094,-0.006,-0.119,-0.155,-0.155,0.041,0.506,-0.017
"AC100830.1",-0.097,-0.032,0.1,0.137,-0.097,0.048,-0.036,-0.024
"AC100830.2",-0.05,0.021,-0.006,-0.013,-0.055,0.079,0.029,-0.006
"AC100849.1",-0.13,-0.127,-0.09,-0.114,-0.13,0.732,-0.13,-0.012
"AC100861.2",-0.059,-0.036,0.195,-0.045,0.089,-0.054,-0.116,0.027
"AC104123.1",-0.028,0.124,-0.08,0.061,0.203,-0.003,-0.141,-0.135
"AC104461.1",0.257,-0.025,-0.068,-0.083,0.008,-0.031,-0.039,-0.019
"AC104590.1",-0.091,0.162,-0.086,-0.063,0.056,-0.073,0.036,0.059
"AC104695.2",-0.108,0.317,-0.034,-0.012,-0.111,-0.018,-0.111,0.076
"AC105935.1",0.013,0.036,-0.091,0.009,0.051,-0.067,-0.094,0.143
"AC106782.6",-0.034,0.092,-0.06,-0.01,0.052,0.078,-0.06,-0.058
"AC106864.1",-0.032,-0.016,0.001,0.086,-0.093,0.059,-0.093,0.09
"AC107294.2",-0.043,0.148,-0.069,0.197,-0.069,-0.025,-0.069,-0.069
"AC107464.3",-0.17,0.206,-0.017,-0.186,-0.218,0.004,0.286,0.095
"AC108134.1",-0.084,0.588,-0.073,-0.085,-0.089,-0.086,-0.089,-0.082
"AC109449.1",-0.051,0.022,0.037,0.065,-0.058,-0.034,-0.058,0.076
"AC110079.2",-0.039,0.09,0,-0.033,-0.041,0.031,-0.041,0.033
"AC110285.5",-0.081,0.045,-0.01,0.049,-0.113,0.2,0.012,-0.101
"AC112220.2",-0.031,0.074,0.002,0.023,-0.031,0.025,-0.031,-0.031
"AC112491.1",-0.042,0.046,-0.002,-0.025,-0.119,0.044,0.009,0.088
"AC114488.2",-0.011,0.072,0.037,0.043,-0.054,-0.038,-0.054,0.007
"AC114760.2",0.04,-0.067,-0.077,-0.069,-0.077,-0.009,0.148,0.112
"AC116913.1",-0.058,0.038,0.105,0.02,-0.062,0.007,-0.081,0.031
"AC120024.1",0.134,0.092,-0.064,-0.006,-0.064,0.005,-0.064,-0.033
"AC123912.4",-0.081,0.38,-0.053,-0.032,-0.081,-0.047,-0.081,-0.006
"AC124016.2",-0.133,0.004,0.181,0.03,-0.078,-0.035,-0.02,0.051
"AC124067.4",-0.117,0.679,-0.104,-0.002,-0.127,-0.107,-0.127,-0.095
"AC125494.2",-0.004,0.178,0.052,-0.002,-0.081,0.085,-0.1,-0.129
"AC126614.1",-0.006,-0.02,-0.096,-0.05,0.13,0.076,-0.077,0.043
"AC127024.6",0.064,0.043,0.035,0.151,-0.082,-0.024,-0.145,-0.043
"AC127070.2",-0.139,0.205,-0.008,0.219,-0.037,-0.096,-0.09,-0.054
"AC131254.1",-0.035,-0.016,-0.035,0.01,-0.035,0.073,-0.035,0.072
"AC133550.1",-0.022,-0.017,0.018,-0.036,-0.05,-0.002,0.092,0.018
"AC134669.1",0.066,-0.059,-0.042,-0.062,-0.062,0.022,-0.009,0.145
"AC135050.3",-0.021,-0.005,-0.021,-0.024,-0.136,0.373,-0.136,-0.03
"AC135782.1",0.073,0.095,-0.036,-0.036,-0.036,-0.008,-0.036,-0.016
"AC137630.1",-0.086,0.442,-0.07,0.009,-0.104,-0.043,-0.086,-0.062
"AC137630.3",-0.134,0.005,0.16,-0.082,0.097,0.045,-0.071,-0.021
"AC137932.3",0.003,0.016,0.055,-0.018,-0.045,0.034,-0.045,0
"AC138305.1",-0.05,0.244,-0.008,0.003,-0.05,-0.05,-0.05,-0.038
"AC138466.1",-0.025,0.031,-0.016,-0.025,-0.025,0.004,-0.025,0.081
"AC138904.1",-0.023,0.205,-0.047,-0.028,-0.047,-0.023,-0.047,0.009
"AC234582.2",-0.072,0.167,-0.011,0.011,-0.096,0.094,-0.051,-0.042
"AC245014.1",0.006,-0.001,-0.039,-0.028,-0.046,-0.037,-0.046,0.19
"ADAM11",-0.044,0.088,-0.019,0.236,-0.128,-0.046,0.01,-0.098
"ADCY10",-0.038,0.095,-0.014,-0.023,-0.038,0.054,-0.038,0.002
"AF230666.1",-0.04,0.056,0.065,0.017,-0.04,-0.012,-0.04,-0.006
"AFAP1-AS1",-0.058,0.443,0.015,0,-0.132,-0.086,-0.098,-0.083
"AFP",-0.051,0.706,-0.146,-0.028,-0.146,-0.122,-0.146,-0.067
"AHSP",-0.076,-0.106,-0.107,-0.084,0.048,-0.095,-0.116,0.537
"AL021392.1",-0.115,0.234,-0.012,0.088,-0.116,0.116,-0.116,-0.079
"AL022326.1",-0.062,0.085,0.061,-0.041,-0.064,0.148,-0.064,-0.064
"AL031666.2",-0.076,-0.025,0.064,0.009,-0.076,0.258,-0.076,-0.076
"AL031673.1",-0.028,0.12,0.013,-0.02,-0.034,-0.016,-0.034,-0.001
"AL031733.2",0.437,-0.119,-0.1,-0.123,0.029,0.014,-0.138,0.001
"AL034374.1",-0.051,0.182,-0.042,-0.034,-0.051,0.01,0.026,-0.04
"AL049839.2",-0.278,1.511,-0.046,-0.214,-0.296,-0.232,-0.262,-0.182
"AL049869.3",0.024,-0.069,-0.073,0.05,-0.163,-0.061,0.004,0.289
"AL050343.1",-0.049,0.032,0.154,0.013,-0.097,0.041,-0.097,0.002
"AL078644.2",-0.027,0.039,0.071,-0.046,-0.031,0.027,-0.027,-0.007
"AL109811.1",0.019,0.114,-0.011,0.023,-0.105,-0.006,-0.105,0.069
"AL117339.4",-0.101,0.114,0.022,0.309,-0.108,-0.025,-0.108,-0.103
"AL121594.1",-0.045,0.017,0.04,-0.031,-0.081,0.063,-0.028,0.066
"AL121748.2",-0.078,-0.068,0.235,0.061,-0.078,-0.049,0.045,-0.069
"AL121760.1",-0.052,0.242,-0.072,-0.057,-0.072,0.143,-0.072,-0.061
"AL121845.1",-0.037,0.085,0.025,-0.021,-0.052,-0.042,-0.052,0.093
"AL132655.2",0.014,0.116,-0.072,0.417,-0.159,-0.117,-0.159,-0.04
"AL133153.2",0.054,0.173,-0.043,-0.049,-0.052,0.007,-0.052,-0.039
"AL133342.1",-0.03,-0.036,0.081,-0.067,0.092,0.021,-0.074,0.012
"AL133351.1",-0.099,0.039,0.005,0.205,-0.119,0.03,0.029,-0.091
"AL133410.2",0.099,0.08,0.09,-0.175,-0.202,-0.124,0.148,0.084
"AL136304.1",-0.048,0.104,-0.012,0.119,-0.057,-0.004,-0.057,-0.045
"AL136987.1",-0.502,0.054,-0.485,-0.152,0.31,0.697,0.07,0.008
"AL137796.1",0.485,0.082,-0.077,0.08,-0.164,-0.087,-0.164,-0.155
"AL137847.1",-0.078,0.228,0.159,0.001,-0.078,-0.077,-0.078,-0.076
"AL138752.2",0.071,0.016,-0.063,0.068,-0.063,0.008,-0.063,0.026
"AL138820.1",-0.005,0.055,0.083,0.059,-0.117,0.028,-0.117,0.014
"AL138828.1",-0.032,0.134,-0.021,0.003,-0.032,-0.019,-0.032,-0.001
"AL138895.1",0.174,0.064,-0.091,-0.072,-0.131,-0.018,-0.008,0.083
"AL139161.1",-0.035,0.006,0.021,0.147,-0.042,-0.04,-0.042,-0.016
"AL157402.2",0.031,-0.081,-0.061,-0.095,-0.102,0.059,0.032,0.218
"AL158071.1",-0.133,-0.026,-0.098,0.664,-0.141,-0.11,-0.141,-0.016
"AL158071.5",-0.026,0.171,-0.026,-0.064,-0.109,0.235,-0.109,-0.071
"AL160408.1",-0.017,0.089,-0.017,-0.013,-0.017,-0.012,-0.017,0.002
"AL161431.1",-0.023,0.105,-0.006,0.012,-0.023,-0.023,-0.023,-0.02
"AL162274.2",-0.052,0.016,0.108,0.027,-0.093,0.092,-0.093,-0.005
"AL162457.1",-0.03,-0.037,-0.037,-0.037,-0.014,-0.032,-0.037,0.225
"AL163636.1",-0.1,0.254,0,0.074,-0.101,0.045,-0.101,-0.071
"AL163973.2",0.02,-0.009,-0.004,-0.051,-0.051,-0.03,-0.051,0.174
"AL353803.4",-0.084,0.104,-0.075,-0.049,0.262,-0.009,-0.084,-0.066
"AL354707.2",0.229,0.099,-0.049,-0.102,-0.114,0.102,-0.114,-0.051
"AL355802.2",-0.066,0.03,0.12,-0.038,-0.069,-0.005,0.007,0.021
"AL356056.1",-0.093,0.089,-0.057,0.063,0.142,-0.06,-0.048,-0.036
"AL357033.3",0.129,-0.035,-0.128,-0.092,-0.053,0.002,-0.151,0.329
"AL357874.1",-0.043,-0.032,-0.106,-0.083,-0.126,0.399,-0.01,0.001
"AL358472.3",-0.052,0.089,0.101,0.005,-0.052,-0.01,-0.052,-0.03
"AL360270.1",0.111,-0.015,-0.089,-0.079,-0.126,0.016,0.002,0.182
"AL365181.2",-0.076,0.371,0.059,-0.068,-0.089,-0.077,-0.089,-0.031
"AL365181.3",0.009,0.534,0.095,-0.107,-0.16,-0.071,-0.16,-0.14
"AL365226.1",-0.019,0.116,0.052,-0.024,-0.064,0.029,-0.064,-0.027
"AL445426.1",-0.202,-0.088,0.26,0.897,-0.218,-0.218,-0.218,-0.213
"AL445685.1",0.035,0.027,-0.004,0.016,-0.052,0.064,-0.052,-0.033
"AL449106.1",0.377,0.338,-0.081,-0.09,-0.143,-0.143,-0.143,-0.113
"AL449266.1",0.012,-0.005,0.014,0.113,-0.108,-0.014,-0.059,0.047
"AL512274.1",-0.128,0.627,-0.042,0.013,-0.128,-0.122,-0.128,-0.09
"AL512408.1",-0.013,0.162,-0.05,0.038,-0.022,0.022,-0.091,-0.047
"AL583810.1",-0.037,0.216,-0.049,-0.001,-0.049,-0.036,-0.049,0.007
"AL589765.4",-0.03,0.122,-0.032,0.03,-0.059,0.021,-0.059,0.006
"AL589765.7",-0.097,0.17,0.053,-0.001,0.08,-0.01,-0.177,-0.018
"AL592430.1",-0.063,-0.025,-0.079,-0.057,0.048,-0.016,0.234,-0.042
"AL606469.1",-0.035,-0.036,-0.056,0.012,-0.056,-0.037,-0.056,0.265
"AL606760.2",-0.035,0.041,-0.057,0.146,-0.074,-0.004,-0.074,0.055
"AL645940.1",-0.07,0.081,0.051,0.043,-0.049,0.012,-0.07,0.003
"AL662796.1",1.158,-0.227,-0.108,-0.043,-0.444,-0.432,0.445,-0.349
"AL732314.6",0.163,-0.022,-0.038,-0.022,-0.116,-0.111,0.176,-0.03
"AL928654.3",-0.037,0.057,-0.059,0.135,-0.067,-0.04,-0.067,0.078
"ALAS2",-0.096,-0.05,0.084,0.085,-0.025,0.02,-0.158,0.14
"ANKRD20A3",-0.067,0.021,0.057,-0.061,-0.067,0.015,0.071,0.031
"ANO3",-0.074,0.163,-0.033,0.199,-0.074,-0.074,-0.074,-0.034
"ANXA8",-0.262,1.364,-0.266,-0.208,-0.037,-0.214,-0.135,-0.242
"AP000311.1",-0.01,0.046,-0.083,-0.113,-0.113,-0.088,-0.113,0.474
"AP000350.6",-0.036,0.168,0.146,0.019,-0.046,-0.107,-0.138,-0.006
"AP000757.1",-0.05,0.014,-0.061,-0.053,-0.108,0.461,-0.108,-0.094
"AP000769.3",-0.059,-0.005,0.078,0.064,-0.075,0.141,-0.075,-0.068
"AP000781.1",-0.076,0.174,-0.016,0.112,-0.114,0.068,-0.114,-0.034
"AP000808.1",-0.063,0.114,-0.034,-0.043,0.101,0.009,-0.063,-0.02
"AP000851.2",-0.083,0.547,-0.063,-0.075,-0.084,-0.084,-0.084,-0.073
"AP000866.5",0.131,-0.045,0.043,-0.134,-0.057,-0.125,-0.139,0.326
"AP000919.4",-0.048,-0.041,-0.032,-0.03,-0.008,0.232,-0.05,-0.022
"AP001043.1",-0.094,-0.05,0.163,-0.048,-0.094,0.295,-0.094,-0.079
"AP001189.5",-0.248,-0.183,0.821,0.116,-0.248,0.183,-0.248,-0.194
"AP003306.1",-0.045,0.255,-0.045,-0.04,-0.045,0.008,-0.045,-0.045
"AP003354.2",0.077,-0.153,-0.172,-0.175,-0.217,0.734,0.101,-0.194
"AP003419.2",-0.057,0.015,-0.032,-0.029,0.172,0.04,-0.07,-0.039
"AP003774.1",-0.119,-0.11,-0.154,-0.073,-0.154,0.466,0.299,-0.154
"ASB16",-0.038,0.191,0,-0.035,-0.054,-0.035,-0.054,0.026
"ASCL5",-0.026,0.09,-0.036,-0.028,-0.036,-0.031,-0.036,0.102
"ASTL",-0.083,-0.055,-0.091,-0.101,-0.106,0.223,-0.073,0.286
"ATP6V1FNB",-0.095,0.05,0.102,0.11,-0.133,0.095,-0.088,-0.04
"AXDND1",-0.034,0.202,-0.113,0.02,-0.121,0.122,-0.043,-0.034
"BEND4",0.85,-0.139,-0.167,-0.14,-0.204,-0.175,-0.011,-0.014
"BEX1",-0.163,1.14,-0.123,-0.13,-0.077,0.001,-0.52,-0.129
"BRDT",-0.112,0.494,-0.1,-0.095,-0.112,-0.112,-0.112,0.149
"BRSK2",-0.156,0.315,-0.086,0.514,-0.164,-0.158,-0.164,-0.102
"BX005266.2",0.208,0.009,0.248,0.016,0.007,-0.216,-0.179,-0.092
"C12orf40",-0.059,-0.033,-0.075,-0.044,-0.075,-0.069,-0.075,0.43
"C19orf71",0.085,0.109,-0.086,-0.073,-0.09,-0.064,0.027,0.093
"C1orf194",-0.08,0.553,-0.052,-0.093,-0.104,-0.095,-0.104,-0.024
"C6orf223",-0.129,0.265,-0.13,-0.139,-0.002,0.382,-0.145,-0.101
"C9orf135",-0.032,0.124,-0.038,-0.035,-0.038,-0.03,-0.038,0.088
"C9orf50",-0.136,0.185,0.004,0.455,-0.138,-0.102,-0.138,-0.129
"CACNA1C-AS2",-0.075,-0.032,-0.02,-0.054,-0.1,0.026,0.001,0.253
"CALCR",-0.054,0.084,-0.054,-0.054,-0.054,0.21,-0.054,-0.022
"CAMKV",-0.031,0.21,-0.043,-0.043,-0.043,-0.034,-0.043,0.028
"CAPNS2",-0.084,-0.019,0.023,0.02,-0.004,0.156,-0.006,-0.087
"CASKIN1",-0.157,0.645,-0.045,0.004,-0.167,-0.104,-0.167,-0.008
"CATIP",-0.087,0.135,-0.083,-0.104,-0.108,0.35,-0.015,-0.088
"CCDC103",0.007,0.269,-0.053,-0.06,-0.085,-0.002,-0.017,-0.059
"CCDC169",-0.169,0.472,-0.064,-0.051,0.213,-0.024,-0.191,-0.187
"CCDC62",0.06,0.031,0.116,0.003,-0.059,0.017,-0.102,-0.066
"CCDC73",0.157,0.006,-0.016,-0.036,-0.062,-0.002,-0.062,0.015
"CCL24",-0.163,-0.14,-0.108,-0.173,-0.174,1.08,-0.174,-0.15
"CEACAM3",-0.137,-0.13,-0.078,-0.161,-0.161,0.983,-0.161,-0.155
"CEBPE",-0.056,-0.138,-0.141,-0.141,-0.141,0.647,-0.052,0.022
"CEL",-0.094,0.147,0.1,0.145,-0.1,-0.07,-0.1,-0.028
"CERKL",-0.024,0.24,-0.066,-0.013,-0.066,-0.005,-0.066,0
"CHKB-CPT1B",0.01,0.117,0.03,-0.073,-0.079,-0.009,-0.054,0.058
"CHURC1-FNTB",-0.005,0.007,0.014,0.063,-0.063,0.024,-0.078,0.038
"CITED1",-0.424,2.28,-0.167,-0.24,-0.43,-0.288,-0.43,-0.3
"CLVS1",-0.021,0.052,0.204,0.03,-0.089,-0.013,-0.089,-0.073
"COL4A6",-0.324,1.494,-0.28,0.424,-0.34,-0.329,-0.34,-0.306
"CPB2-AS1",-0.111,0.321,-0.021,0.127,-0.15,0.001,-0.053,-0.114
"CPNE9",-0.113,-0.072,-0.094,-0.115,0.03,0.443,0.012,-0.091
"CYP2F1",-0.076,0.097,-0.041,-0.066,-0.077,-0.05,0.014,0.199
"DCDC2B",-0.006,0.111,-0.038,-0.019,0.108,-0.062,-0.081,-0.012
"DNAI2",-0.152,-0.088,-0.17,-0.153,0.342,-0.072,-0.054,0.346
"DNAJB5-DT",-0.066,-0.064,-0.085,-0.058,-0.111,0.451,0.001,-0.069
"DQX1",0.095,0.091,-0.041,-0.037,-0.041,-0.023,-0.041,-0.003
"DRC1",-0.054,0.114,0.066,0.086,-0.058,-0.05,-0.058,-0.047
"EFCAB12",-0.066,0.734,-0.187,-0.119,-0.094,-0.028,-0.205,-0.035
"ENAM",0.248,-0.117,-0.121,-0.103,-0.125,-0.125,0.466,-0.125
"ENTPD8",-0.125,1.175,-0.175,-0.154,-0.223,-0.199,-0.223,-0.074
"ERFE",-0.032,-0.01,0.027,0.137,-0.061,0.008,-0.023,-0.045
"ERICD",-0.016,0.11,-0.05,0.005,-0.076,0,-0.076,0.103
"EXD1",-0.032,0.096,0.009,0.01,-0.032,0.012,-0.032,-0.031
"EXTL3-AS1",-0.063,0.128,0.004,0.005,-0.049,-0.062,0.038,-0.001
"FAM181B",0.003,0.279,0.041,0.279,-0.16,-0.131,-0.16,-0.15
"FAM184B",-0.219,0.71,-0.124,0.022,-0.128,-0.084,-0.177,0
"FAM19A1",-0.024,-0.086,-0.087,-0.075,-0.097,-0.097,-0.097,0.563
"FAM19A3",-0.085,0.425,-0.055,-0.001,-0.085,-0.038,-0.085,-0.077
"FAM209A",-0.044,0.042,-0.025,-0.046,-0.055,0.045,-0.058,0.143
"FAM239C",-0.025,0.037,0.177,-0.026,-0.046,-0.037,-0.046,-0.035
"FAM71A",-0.243,0.087,-0.142,-0.22,-0.274,0.75,0.223,-0.181
"FAM90A1",-0.128,0.287,0.013,-0.032,-0.167,0.21,-0.114,-0.069
"FFAR3",-0.088,-0.23,-0.003,0.151,-0.022,0.501,-0.23,-0.08
"FGFBP1",-0.097,0.768,-0.048,-0.147,-0.15,-0.123,-0.15,-0.053
"FITM1",-0.088,0.123,0.211,-0.056,-0.094,-0.018,-0.122,0.044
"FNDC11",0.057,0.14,-0.033,0.071,-0.116,-0.09,-0.116,0.089
"FOLR3",-0.119,-0.071,-0.083,-0.111,-0.119,0.735,-0.119,-0.114
"FOXD3-AS1",-0.186,1.772,-0.314,-0.185,-0.322,-0.242,-0.28,-0.243
"FOXD4",-0.057,0.132,0.086,-0.045,-0.065,0.031,-0.065,-0.017
"FOXJ1",-0.196,0.931,-0.087,-0.227,-0.053,-0.166,-0.251,0.048
"FOXQ1",-0.102,0.08,-0.102,0.368,-0.102,0.061,-0.102,-0.102
"FRG1-DT",-0.04,0.226,0.006,0.001,-0.089,0.05,-0.089,-0.065
"FSCN2",-0.004,0.269,-0.059,0.009,-0.035,-0.046,-0.072,-0.063
"FUT6",-0.019,0.365,-0.038,-0.081,-0.04,-0.077,-0.097,-0.013
"FZD9",-0.085,0.413,-0.067,-0.047,-0.117,0.055,-0.117,-0.036
"GALNTL6",0.624,0.167,-0.209,0.346,-0.24,-0.22,-0.24,-0.227
"GAS2",0.217,0.774,0.106,0.067,-0.303,-0.289,-0.375,-0.198
"GAS5-AS1",-0.082,0.036,0.288,-0.005,-0.111,-0.034,-0.06,-0.033
"GEMIN7-AS1",-0.03,0.15,-0.067,0.074,-0.087,0.048,-0.054,-0.033
"GFI1B",-0.164,-0.089,-0.121,-0.161,0.973,-0.148,-0.164,-0.126
"GHET1",-0.052,0.255,-0.092,-0.021,-0.112,0,-0.089,0.111
"GOLGA8Q",-0.079,-0.043,0.045,0.054,-0.084,0.116,-0.04,0.03
"GP6",-0.03,0.11,0.126,-0.042,-0.066,-0.037,-0.066,0.007
"GPR22",0.103,0.038,-0.022,-0.003,-0.069,-0.05,-0.084,0.087
"GPRIN2",-0.119,1.116,-0.075,-0.181,-0.195,-0.172,-0.195,-0.178
"GRM4",-0.064,0.507,-0.092,-0.043,-0.092,-0.044,-0.092,-0.08
"GUCA1B",-0.064,0.074,0.082,0.062,-0.108,-0.009,-0.057,0.02
"HAVCR1",-0.048,-0.04,-0.048,-0.048,-0.009,0.008,-0.048,0.231
"HCRT",0.004,-0.021,-0.029,-0.016,-0.039,0.04,-0.039,0.099
"HIST1H1T",-0.036,0.167,0.015,-0.05,-0.05,-0.004,0.007,-0.05
"HIST1H4L",-0.042,0.012,-0.018,-0.088,-0.029,0.065,0.001,0.098
"HNF4G",-0.189,0.835,-0.201,0.24,-0.184,-0.178,-0.126,-0.197
"HRASLS5",-0.398,1.245,-0.137,0.074,0.149,-0.318,-0.364,-0.252
"HTR7",-0.173,-0.099,-0.13,-0.016,-0.19,0.946,-0.19,-0.148
"HUS1B",-0.086,0.003,0.046,-0.007,-0.06,-0.001,-0.005,0.109
"IDO2",-0.038,-0.036,-0.061,-0.07,-0.071,0.392,-0.071,-0.045
"IGFBP7-AS1",-0.249,-0.135,0.65,0.649,-0.249,-0.208,-0.249,-0.209
"IGLV5-52",0.191,0.015,0.019,-0.006,-0.096,-0.054,-0.047,-0.022
"INSL6",-0.04,0.137,-0.029,-0.008,-0.043,-0.006,-0.043,0.032
"INSM1",-0.082,0.191,-0.082,-0.078,-0.082,0.027,0.158,-0.054
"IZUMO1",-0.151,-0.107,0.346,-0.125,-0.155,0.462,-0.114,-0.155
"JARID2-AS1",-0.076,0.02,-0.053,-0.07,-0.097,0.028,0.17,0.079
"KCNG3",-0.028,0.152,0.015,-0.028,-0.028,-0.028,-0.028,-0.028
"KCNJ3",-0.132,0.456,0.038,-0.066,-0.14,0.002,-0.031,-0.127
"KCNK7",0.088,-0.022,0.126,-0.028,-0.063,-0.004,-0.051,-0.046
"KCTD19",-0.233,-0.174,-0.182,-0.242,-0.245,-0.242,1.527,-0.209
"KIRREL2",-0.057,0.142,-0.024,-0.049,-0.065,-0.004,-0.065,0.121
"KIRREL3",-0.367,-0.135,-0.309,-0.293,0.177,-0.361,1.661,-0.372
"KLHDC8A",-0.104,0.023,1.198,-0.131,-0.251,-0.247,-0.251,-0.236
"KLHL34",-0.012,0.145,-0.068,-0.061,-0.033,-0.061,-0.068,0.158
"KLK6",-0.263,1.934,-0.336,-0.155,-0.408,-0.258,-0.343,-0.172
"KLRF2",-0.097,-0.094,-0.097,-0.09,-0.097,-0.087,0.484,0.079
"KRT2",-0.103,0.082,0.021,-0.041,-0.103,-0.081,-0.021,0.246
"KRTAP12-3",-0.034,-0.014,-0.044,-0.018,-0.044,-0.044,-0.044,0.243
"LHFPL4",-0.003,0.015,-0.003,-0.003,-0.003,-0.003,-0.003,0.003
"LINC00266-1",-0.033,0.019,0.094,0.031,-0.015,-0.016,-0.09,0.01
"LINC00284",-0.107,0.439,0.123,-0.055,-0.109,-0.084,-0.109,-0.098
"LINC00449",-0.027,0.144,-0.026,-0.007,-0.054,-0.016,-0.054,0.04
"LINC00482",-0.218,0.532,0.114,-0.023,-0.218,0.249,-0.218,-0.218
"LINC00536",-0.051,0.303,-0.051,-0.038,-0.051,-0.048,-0.051,-0.012
"LINC00562",-0.037,-0.011,0.123,0.018,-0.099,0.005,-0.039,0.04
"LINC00638",-0.08,0.162,-0.085,0.068,-0.135,0.066,-0.09,0.094
"LINC00639",-0.169,-0.01,0.89,-0.157,-0.169,-0.054,-0.169,-0.163
"LINC00866",-0.063,0.021,-0.067,-0.05,-0.067,-0.044,-0.067,0.338
"LINC00881",-0.033,0.014,-0.055,-0.032,0.05,0.007,-0.055,0.105
"LINC01124",-0.046,0.155,0.021,0.043,-0.046,-0.036,-0.046,-0.046
"LINC01374",-0.213,-0.285,-0.277,-0.296,-0.296,0.171,1.488,-0.293
"LINC01508",-0.059,0.377,-0.053,-0.059,-0.059,-0.039,-0.059,-0.049
"LINC01670",-0.126,0.101,0.03,0.17,-0.18,0.112,-0.214,0.109
"LINC01704",-0.259,-0.256,1.803,-0.255,-0.259,-0.259,-0.259,-0.257
"LINC01736",-0.148,-0.078,-0.131,-0.103,-0.148,0.891,-0.148,-0.135
"LINC01775",0.026,0.042,-0.016,0.01,-0.024,-0.024,-0.024,0.01
"LINC01800",0.317,-0.219,-0.232,-0.239,-0.252,-0.18,1.056,-0.252
"LINC01825",0.138,-0.063,-0.078,-0.012,-0.058,-0.037,-0.008,0.119
"LINC01841",0.039,-0.104,-0.09,-0.046,0.018,-0.058,-0.03,0.27
"LINC01869",0.379,0.029,-0.063,-0.07,-0.086,-0.051,-0.086,-0.051
"LINC01954",-0.069,-0.076,-0.109,-0.093,0.087,0.165,0.04,0.054
"LINC01971",-0.047,0.157,0.006,0.069,-0.047,-0.043,-0.047,-0.047
"LINC01978",-0.023,0.079,0.057,-0.023,-0.023,-0.023,-0.023,-0.021
"LINC02085",-0.126,-0.134,-0.115,-0.096,-0.138,0.885,-0.138,-0.138
"LINC02130",-0.043,0.255,-0.043,-0.011,-0.043,-0.03,-0.043,-0.043
"LINC02154",-0.082,-0.07,-0.082,0.043,-0.082,0.346,-0.082,0.008
"LINC02207",-0.532,-0.532,-0.524,-0.454,0.605,0.692,1.28,-0.534
"LINC02249",-0.048,0.067,-0.048,0.171,-0.048,-0.048,-0.048,0.001
"LINC02343",-0.071,0.626,-0.1,-0.059,-0.1,-0.1,-0.1,-0.097
"LINC02367",0.021,0.071,0.015,-0.003,-0.122,-0.083,0.14,-0.039
"LINC02413",0.763,-0.087,-0.118,-0.133,-0.133,-0.127,-0.133,-0.032
"LINC02562",0.086,0.324,-0.087,-0.024,-0.087,-0.082,-0.087,-0.043
"LINC02570",-0.008,0.066,-0.01,-0.01,-0.01,-0.01,-0.01,-0.007
"LINC02585",-0.022,0.105,-0.022,0.012,-0.022,-0.007,-0.022,-0.022
"LLPH-DT",-0.085,0.233,0.044,0.05,-0.143,-0.036,-0.075,0.013
"LMOD3",-0.045,0.057,0.011,-0.024,-0.05,-0.015,-0.142,0.209
"LRAT",-0.201,1.201,-0.199,-0.095,-0.218,-0.169,-0.218,-0.102
"LRIT3",-0.044,0.174,0.076,0.016,-0.078,-0.052,-0.078,-0.013
"MARCH10",-0.107,0.276,-0.054,0.083,-0.111,-0.062,-0.111,0.087
"MAT1A",-0.038,0.221,-0.027,-0.035,-0.038,-0.008,-0.038,-0.038
"MCIDAS",-0.083,0.539,-0.083,-0.047,-0.083,-0.081,-0.083,-0.08
"MEGF11",-0.057,0.107,0.129,-0.026,-0.068,-0.073,-0.09,0.078
"MLC1",-0.155,0.035,-0.226,-0.239,0.324,0.022,-0.257,0.496
"MLIP",-0.079,0.119,0.194,0.064,-0.079,-0.062,-0.079,-0.079
"MOGAT1",-0.055,-0.003,-0.055,-0.041,-0.055,0.141,0.121,-0.053
"MPO",-0.117,-0.055,-0.1,-0.072,-0.077,0.609,-0.117,-0.071
"MRGPRF-AS1",-0.111,-0.109,-0.082,0.662,-0.111,-0.031,-0.111,-0.105
"MRVI1-AS1",0.777,0.561,-0.197,-0.219,-0.319,-0.175,-0.162,-0.264
"MSMP",0.229,-0.082,0.208,-0.123,-0.147,-0.118,0.072,-0.04
"MTMR7",-0.124,0.341,-0.019,-0.008,-0.127,-0.047,0.012,-0.028
"MTRNR2L6",-0.1,0.044,0.048,0.297,-0.245,0.011,-0.103,0.049
"MUC4",-0.036,0.092,0.091,0.001,-0.05,-0.011,-0.05,-0.037
"MYBPC2",0.062,0.191,-0.076,-0.093,-0.153,0.213,-0.039,-0.105
